Booking_ID;no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;type_of_meal_plan;required_car_parking_space;room_type_reserved;lead_time;arrival_year;arrival_month;arrival_date;market_segment_type;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
UID_01938;2;0;0;2;Meal Plan 1;0;Room_Type 1;225;2018;8;12;Online;0;0;0;96.3;0;Canceled
UID_01939;1;0;1;2;Meal Plan 1;0;Room_Type 1;1;2018;6;17;Offline;0;0;0;70;0;Not_Canceled
UID_01940;2;0;1;4;Not Selected;0;Room_Type 1;62;2018;3;7;Online;0;0;0;72.75;0;Canceled
UID_01941;2;0;0;2;Meal Plan 2;0;Room_Type 1;239;2018;6;15;Offline;0;0;0;112.2;0;Canceled
UID_01942;2;2;1;0;Meal Plan 1;0;Room_Type 6;3;2018;8;1;Online;0;0;0;201;1;Not_Canceled
UID_01943;1;0;2;1;Meal Plan 1;0;Room_Type 1;93;2018;10;15;Offline;0;0;0;115;0;Canceled
UID_01944;2;0;0;1;Meal Plan 1;0;Room_Type 1;56;2018;6;8;Offline;0;0;0;120;0;Not_Canceled
UID_01945;2;0;0;2;Meal Plan 1;0;Room_Type 1;245;2018;6;17;Offline;0;0;0;75;0;Canceled
UID_01946;3;0;2;5;Meal Plan 1;0;Room_Type 4;58;2018;9;5;Online;0;0;0;153.77;0;Not_Canceled
UID_01947;2;0;1;3;Meal Plan 1;0;Room_Type 1;43;2018;3;14;Online;0;0;0;81.9;1;Not_Canceled
UID_01948;2;0;2;1;Meal Plan 1;0;Room_Type 4;47;2018;7;24;Online;0;0;0;168.3;0;Not_Canceled
UID_01949;1;0;2;2;Meal Plan 1;0;Room_Type 4;10;2018;9;30;Aviation;1;2;1;110;0;Not_Canceled
UID_01950;1;0;0;1;Meal Plan 1;1;Room_Type 1;1;2018;1;26;Online;0;0;0;86;1;Not_Canceled
UID_01951;2;0;0;3;Meal Plan 1;0;Room_Type 1;9;2018;5;31;Online;0;0;0;104.8;0;Not_Canceled
UID_01952;2;0;1;3;Meal Plan 1;0;Room_Type 1;212;2018;9;26;Online;0;0;0;129.65;1;Canceled
UID_01953;2;0;1;0;Meal Plan 1;0;Room_Type 1;39;2018;9;12;Online;0;0;0;135.9;2;Not_Canceled
UID_01954;2;0;1;1;Meal Plan 1;0;Room_Type 1;2;2017;8;10;Online;0;0;0;98;1;Not_Canceled
UID_01955;2;0;1;5;Meal Plan 1;0;Room_Type 1;124;2018;8;8;Online;0;0;0;114.3;0;Canceled
UID_01956;1;0;0;1;Meal Plan 1;0;Room_Type 1;1;2018;8;2;Corporate;0;0;0;65;1;Not_Canceled
UID_01957;2;0;0;5;Meal Plan 2;0;Room_Type 4;34;2018;3;15;Online;0;0;0;129.6;1;Not_Canceled
UID_01958;2;0;0;2;Meal Plan 1;0;Room_Type 4;31;2018;5;13;Offline;0;0;0;105.3;0;Not_Canceled
UID_01959;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;9;17;Complementary;0;0;0;0;0;Not_Canceled
UID_01960;2;0;1;0;Not Selected;0;Room_Type 1;49;2018;7;11;Online;0;0;0;93.15;0;Canceled
UID_01961;2;1;0;1;Meal Plan 1;0;Room_Type 1;21;2018;8;30;Online;0;0;0;107.42;2;Not_Canceled
UID_01962;2;0;0;2;Not Selected;1;Room_Type 1;1;2018;8;2;Online;0;0;0;133;1;Not_Canceled
UID_01963;2;1;2;1;Meal Plan 1;0;Room_Type 1;121;2018;7;17;Online;0;0;0;121.5;2;Not_Canceled
UID_01964;2;0;0;3;Meal Plan 1;0;Room_Type 1;111;2018;6;1;Offline;0;0;0;96.67;0;Not_Canceled
UID_01965;2;0;0;2;Meal Plan 1;0;Room_Type 1;322;2018;12;9;Offline;0;0;0;52;0;Not_Canceled
UID_01966;1;0;1;2;Meal Plan 1;0;Room_Type 1;180;2018;10;10;Offline;0;0;0;120;1;Canceled
UID_01967;2;0;2;5;Not Selected;0;Room_Type 1;185;2018;8;13;Online;0;0;0;89.25;0;Canceled
UID_01968;2;0;0;1;Not Selected;0;Room_Type 1;1;2018;4;6;Online;0;0;0;129;0;Not_Canceled
UID_01969;2;1;1;1;Meal Plan 1;0;Room_Type 1;0;2018;1;30;Online;0;0;0;110.5;2;Not_Canceled
UID_01970;2;0;2;4;Meal Plan 1;0;Room_Type 1;9;2017;8;23;Online;0;0;0;90;2;Not_Canceled
UID_01971;3;0;0;2;Meal Plan 1;0;Room_Type 4;111;2018;5;20;Online;0;0;0;159.3;1;Canceled
UID_01972;2;0;2;5;Meal Plan 1;0;Room_Type 1;181;2018;8;6;Online;0;0;0;72.75;1;Not_Canceled
UID_01973;1;0;0;1;Meal Plan 1;0;Room_Type 1;11;2018;1;30;Corporate;0;0;0;66;0;Not_Canceled
UID_01974;1;0;0;2;Meal Plan 1;0;Room_Type 1;14;2017;9;30;Online;0;0;0;110.5;1;Not_Canceled
UID_01975;3;0;0;3;Meal Plan 1;0;Room_Type 4;51;2018;3;30;Online;0;0;0;123.3;0;Not_Canceled
UID_01976;2;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Offline;0;0;0;101.5;0;Canceled
UID_01977;2;0;3;6;Not Selected;0;Room_Type 1;164;2018;9;19;Online;0;0;0;116.1;0;Canceled
UID_01978;1;0;0;2;Meal Plan 1;0;Room_Type 1;164;2017;10;2;Offline;0;0;0;100;0;Canceled
UID_01979;2;0;0;1;Meal Plan 1;0;Room_Type 1;3;2017;10;8;Corporate;0;0;0;65;0;Canceled
UID_01980;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Offline;0;0;0;109;0;Not_Canceled
UID_01981;1;0;1;0;Meal Plan 1;0;Room_Type 1;7;2018;4;4;Online;0;0;0;95;0;Not_Canceled
UID_01982;2;0;0;1;Not Selected;0;Room_Type 1;1;2018;2;27;Online;0;0;0;91;1;Not_Canceled
UID_01983;1;0;3;7;Meal Plan 1;0;Room_Type 1;29;2018;4;15;Online;0;0;0;99.49;1;Canceled
UID_01984;1;0;0;1;Meal Plan 1;0;Room_Type 1;7;2018;10;6;Offline;0;0;0;125;0;Not_Canceled
UID_01985;2;0;0;3;Meal Plan 1;0;Room_Type 4;129;2018;2;4;Offline;0;0;0;62;0;Not_Canceled
UID_01986;2;0;1;3;Meal Plan 2;1;Room_Type 4;52;2018;9;1;Online;0;0;0;166.5;2;Not_Canceled
UID_01987;2;0;0;2;Meal Plan 2;0;Room_Type 1;21;2018;9;9;Online;0;0;0;183.15;1;Not_Canceled
UID_01988;1;0;1;2;Meal Plan 1;0;Room_Type 1;219;2017;9;4;Offline;0;0;0;76.67;0;Not_Canceled
UID_01989;1;0;1;1;Meal Plan 1;0;Room_Type 1;1;2018;8;1;Online;0;0;0;124;1;Not_Canceled
UID_01990;2;0;0;3;Meal Plan 1;0;Room_Type 4;21;2018;11;16;Online;0;0;0;74.48;0;Not_Canceled
UID_01991;2;0;1;1;Not Selected;0;Room_Type 1;126;2018;11;5;Online;0;0;0;79.2;0;Not_Canceled
UID_01992;1;0;2;1;Meal Plan 1;0;Room_Type 1;29;2018;3;5;Offline;0;0;0;86;1;Not_Canceled
UID_01993;2;0;0;4;Meal Plan 2;0;Room_Type 1;296;2018;9;21;Offline;0;0;0;117;1;Canceled
UID_01994;2;0;2;2;Meal Plan 1;0;Room_Type 1;4;2017;11;6;Offline;0;0;0;68;0;Not_Canceled
UID_01995;2;0;0;3;Meal Plan 1;0;Room_Type 1;108;2018;4;13;Online;0;0;0;90.3;0;Not_Canceled
UID_01996;2;0;0;3;Meal Plan 1;0;Room_Type 4;64;2018;3;10;Online;0;0;0;89.3;1;Not_Canceled
UID_01997;2;0;0;1;Meal Plan 1;0;Room_Type 1;105;2018;4;6;Offline;0;0;0;75;0;Canceled
UID_01998;2;0;1;0;Not Selected;0;Room_Type 1;4;2018;5;23;Online;0;0;0;114.73;2;Not_Canceled
UID_01999;1;0;0;1;Meal Plan 1;0;Room_Type 1;5;2017;9;2;Corporate;0;0;0;65;0;Not_Canceled
UID_02000;3;0;1;2;Meal Plan 1;0;Room_Type 4;198;2018;8;22;Online;0;0;0;137.7;0;Canceled
UID_02001;2;0;2;1;Meal Plan 1;0;Room_Type 1;48;2018;2;27;Online;0;0;0;86.3;1;Not_Canceled
UID_02002;2;0;0;4;Meal Plan 1;0;Room_Type 4;3;2018;2;16;Online;0;0;0;106;0;Canceled
UID_02003;2;0;0;3;Meal Plan 1;0;Room_Type 1;128;2018;10;11;Online;0;0;0;118.8;1;Canceled
UID_02004;1;0;0;1;Not Selected;0;Room_Type 1;0;2018;3;17;Online;0;0;0;97;1;Not_Canceled
UID_02005;1;0;2;4;Meal Plan 1;0;Room_Type 1;69;2018;6;12;Online;0;0;0;120;0;Canceled
UID_02006;2;0;0;3;Meal Plan 1;0;Room_Type 4;103;2018;9;8;Online;0;0;0;149.4;0;Canceled
UID_02007;1;0;1;0;Not Selected;0;Room_Type 1;180;2018;10;10;Online;0;0;0;98.1;1;Not_Canceled
UID_02008;2;0;1;2;Meal Plan 1;0;Room_Type 1;187;2018;10;7;Online;0;0;0;108.9;3;Not_Canceled
UID_02009;2;1;2;1;Meal Plan 1;0;Room_Type 1;110;2018;6;26;Online;0;0;0;95;0;Canceled
UID_02010;1;0;0;1;Meal Plan 1;1;Room_Type 1;2;2018;5;4;Corporate;1;1;5;67;1;Not_Canceled
UID_02011;3;0;0;3;Meal Plan 1;0;Room_Type 4;69;2018;7;27;Online;0;0;0;137.7;2;Not_Canceled
UID_02012;1;0;1;0;Not Selected;0;Room_Type 1;131;2018;10;10;Online;0;0;0;108;0;Canceled
UID_02013;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;109;0;Not_Canceled
UID_02014;3;0;1;1;Meal Plan 1;0;Room_Type 4;14;2018;3;26;Online;0;0;0;182;0;Canceled
UID_02015;2;0;2;1;Not Selected;0;Room_Type 1;1;2018;2;20;Online;0;0;0;81;0;Not_Canceled
UID_02016;2;0;0;4;Meal Plan 2;0;Room_Type 1;296;2018;9;21;Offline;0;0;0;117;1;Canceled
UID_02017;2;0;0;3;Not Selected;0;Room_Type 1;48;2018;11;2;Online;0;0;0;88.2;2;Not_Canceled
UID_02018;2;0;0;3;Meal Plan 1;0;Room_Type 4;238;2018;10;6;Online;0;0;0;140.4;0;Canceled
UID_02019;2;0;1;2;Meal Plan 1;0;Room_Type 1;72;2018;6;17;Online;0;0;0;126.9;1;Not_Canceled
UID_02020;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;1;19;Corporate;0;0;0;65;0;Not_Canceled
UID_02021;3;0;0;4;Meal Plan 1;0;Room_Type 4;67;2018;7;12;Online;0;0;0;139.5;0;Not_Canceled
UID_02022;2;0;1;0;Meal Plan 1;0;Room_Type 1;28;2017;10;5;Online;0;0;0;94.5;2;Not_Canceled
UID_02023;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;3;24;Offline;0;0;0;75;0;Not_Canceled
UID_02024;3;0;1;5;Meal Plan 1;0;Room_Type 4;111;2018;11;21;Online;0;0;0;115.6;1;Canceled
UID_02025;1;0;0;2;Meal Plan 1;0;Room_Type 1;33;2018;4;20;Online;0;0;0;81.09;1;Not_Canceled
UID_02026;2;0;3;9;Meal Plan 1;0;Room_Type 1;227;2017;8;17;Online;0;0;0;76.5;3;Not_Canceled
UID_02027;2;0;0;1;Meal Plan 2;0;Room_Type 1;55;2018;4;6;Offline;0;0;0;104;0;Not_Canceled
UID_02028;2;0;2;1;Meal Plan 2;0;Room_Type 1;54;2017;12;27;Offline;0;0;0;102;0;Not_Canceled
UID_02029;2;0;1;2;Meal Plan 1;0;Room_Type 1;43;2018;1;15;Online;0;0;0;60.29;0;Canceled
UID_02030;2;0;0;2;Meal Plan 1;0;Room_Type 1;317;2018;9;15;Offline;0;0;0;120;0;Canceled
UID_02031;1;0;1;2;Meal Plan 1;0;Room_Type 1;114;2018;7;1;Offline;0;0;0;75;0;Canceled
UID_02032;2;0;1;2;Meal Plan 1;0;Room_Type 1;280;2018;9;19;Offline;0;0;0;110;0;Canceled
UID_02033;2;0;1;2;Not Selected;0;Room_Type 1;52;2018;5;13;Online;0;0;0;116.1;2;Not_Canceled
UID_02034;2;0;2;1;Meal Plan 1;0;Room_Type 1;24;2018;1;2;Offline;0;0;0;60;0;Not_Canceled
UID_02035;2;0;0;2;Meal Plan 2;0;Room_Type 1;273;2017;7;17;Online;0;0;0;109;0;Canceled
UID_02036;3;0;0;2;Meal Plan 1;0;Room_Type 4;100;2018;8;16;Online;0;0;0;152.1;1;Not_Canceled
UID_02037;2;0;1;2;Not Selected;0;Room_Type 1;17;2018;1;29;Online;0;0;0;77;1;Not_Canceled
UID_02038;2;0;1;3;Not Selected;0;Room_Type 1;26;2018;11;17;Online;0;0;0;57.59;1;Not_Canceled
UID_02039;2;0;0;3;Meal Plan 1;0;Room_Type 1;94;2018;7;14;Online;0;0;0;105.3;0;Canceled
UID_02040;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Offline;0;0;0;109;0;Not_Canceled
UID_02041;2;0;1;2;Meal Plan 2;0;Room_Type 1;105;2017;10;12;Offline;0;0;0;110;0;Canceled
UID_02042;2;0;1;3;Meal Plan 1;0;Room_Type 1;36;2018;11;28;Online;0;0;0;88.4;2;Not_Canceled
UID_02043;2;0;1;1;Meal Plan 1;0;Room_Type 1;89;2018;12;10;Online;0;0;0;104;2;Not_Canceled
UID_02044;2;0;1;4;Meal Plan 1;0;Room_Type 1;3;2018;2;10;Online;0;0;0;63.88;0;Not_Canceled
UID_02045;1;0;2;0;Meal Plan 1;0;Room_Type 1;4;2018;11;13;Corporate;0;0;0;75;1;Not_Canceled
UID_02046;2;0;2;3;Meal Plan 1;0;Room_Type 4;92;2017;12;26;Offline;0;0;0;60;1;Not_Canceled
UID_02047;2;0;0;1;Meal Plan 1;0;Room_Type 4;17;2018;3;4;Online;0;0;0;108;0;Not_Canceled
UID_02048;2;0;0;3;Meal Plan 1;0;Room_Type 1;56;2018;12;7;Online;0;0;0;93.6;0;Canceled
UID_02049;2;0;1;3;Meal Plan 1;0;Room_Type 1;69;2018;3;24;Offline;0;0;0;59.5;0;Not_Canceled
UID_02050;2;0;0;3;Meal Plan 1;0;Room_Type 4;41;2018;5;17;Online;0;0;0;143.4;1;Not_Canceled
UID_02051;2;0;0;2;Meal Plan 1;0;Room_Type 1;1;2017;8;20;Online;0;0;0;106;3;Not_Canceled
UID_02052;1;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;80;0;Not_Canceled
UID_02053;2;0;1;2;Meal Plan 1;0;Room_Type 1;273;2018;5;13;Offline;0;0;0;95;0;Canceled
UID_02054;3;0;2;3;Meal Plan 1;0;Room_Type 4;209;2018;10;21;Online;0;0;0;128.7;1;Canceled
UID_02055;1;0;0;1;Meal Plan 1;1;Room_Type 1;5;2018;5;4;Corporate;1;0;5;98;1;Not_Canceled
UID_02056;2;0;0;5;Meal Plan 2;0;Room_Type 1;5;2018;11;8;Online;0;0;0;134.3;1;Not_Canceled
UID_02057;2;0;1;2;Meal Plan 1;0;Room_Type 4;6;2018;8;15;Online;0;0;0;180.67;1;Not_Canceled
UID_02058;2;0;1;4;Meal Plan 1;0;Room_Type 1;75;2018;4;4;Online;0;0;0;87.55;1;Not_Canceled
UID_02059;2;0;2;0;Meal Plan 2;0;Room_Type 1;386;2018;10;23;Offline;0;0;0;115;1;Canceled
UID_02060;2;0;0;2;Meal Plan 1;0;Room_Type 4;32;2018;9;15;Online;0;0;0;149.4;2;Not_Canceled
UID_02061;2;0;1;4;Meal Plan 1;0;Room_Type 1;4;2018;12;28;Online;0;0;0;125;1;Not_Canceled
UID_02062;2;0;1;2;Meal Plan 1;0;Room_Type 4;177;2018;8;12;Online;0;0;0;127.8;1;Canceled
UID_02063;1;0;0;3;Meal Plan 1;0;Room_Type 1;28;2017;11;3;Online;0;0;0;75.18;1;Not_Canceled
UID_02064;3;0;0;2;Meal Plan 1;0;Room_Type 4;141;2018;9;23;Online;0;0;0;163.8;1;Not_Canceled
UID_02065;2;0;0;3;Meal Plan 1;0;Room_Type 1;41;2018;8;24;Online;0;0;0;145.1;0;Not_Canceled
UID_02066;2;2;1;0;Meal Plan 1;0;Room_Type 6;162;2018;7;4;Online;0;0;0;168.3;0;Canceled
UID_02067;2;0;0;1;Meal Plan 1;0;Room_Type 1;105;2018;4;6;Offline;0;0;0;75;0;Canceled
UID_02068;2;0;2;2;Meal Plan 1;0;Room_Type 1;65;2018;7;24;Online;0;0;0;105.3;0;Canceled
UID_02069;2;0;2;3;Not Selected;0;Room_Type 1;8;2018;10;16;Online;0;0;0;136;1;Canceled
UID_02070;2;0;0;1;Meal Plan 1;1;Room_Type 1;1;2018;1;15;Online;0;0;0;98.3;1;Not_Canceled
UID_02071;2;0;1;3;Meal Plan 1;0;Room_Type 1;3;2017;10;1;Offline;0;0;0;54.75;1;Not_Canceled
UID_02072;1;0;0;2;Meal Plan 2;0;Room_Type 1;256;2018;6;15;Offline;0;0;0;90;0;Not_Canceled
UID_02073;2;0;2;5;Meal Plan 2;0;Room_Type 1;277;2018;9;5;Offline;0;0;0;89.14;1;Not_Canceled
UID_02074;3;0;2;0;Meal Plan 1;0;Room_Type 4;42;2018;7;24;Online;0;0;0;168.3;1;Not_Canceled
UID_02075;2;0;0;3;Meal Plan 1;0;Room_Type 1;105;2018;10;12;Offline;0;0;0;75;0;Not_Canceled
UID_02076;2;0;0;1;Meal Plan 1;0;Room_Type 4;13;2018;1;16;Online;0;0;0;97;1;Not_Canceled
UID_02077;1;0;1;0;Meal Plan 1;0;Room_Type 1;0;2018;10;10;Corporate;0;0;0;95;0;Not_Canceled
UID_02078;2;0;2;1;Meal Plan 1;0;Room_Type 2;83;2018;7;23;Online;0;0;0;97.54;1;Not_Canceled
UID_02079;1;0;0;1;Meal Plan 2;0;Room_Type 1;221;2018;8;12;Offline;0;0;0;73;0;Not_Canceled
UID_02080;3;0;0;4;Not Selected;0;Room_Type 1;92;2018;3;30;Online;0;0;0;78.54;1;Not_Canceled
UID_02081;1;0;0;1;Meal Plan 1;0;Room_Type 1;70;2017;9;22;Online;0;0;0;62.18;2;Not_Canceled
UID_02082;2;0;2;1;Meal Plan 1;0;Room_Type 1;23;2018;10;9;Offline;0;0;0;85;0;Not_Canceled
UID_02083;1;0;1;1;Meal Plan 1;0;Room_Type 1;16;2018;1;18;Online;0;0;0;90;0;Not_Canceled
UID_02084;2;0;1;2;Meal Plan 1;0;Room_Type 4;152;2018;6;10;Online;0;0;0;132.9;0;Canceled
UID_02085;1;0;0;1;Meal Plan 1;1;Room_Type 1;0;2017;11;12;Online;0;0;0;79;1;Not_Canceled
UID_02086;2;0;0;2;Meal Plan 1;0;Room_Type 1;1;2018;2;26;Corporate;0;0;0;31;1;Not_Canceled
UID_02087;2;0;1;3;Not Selected;0;Room_Type 1;63;2018;11;17;Online;0;0;0;74.8;1;Canceled
UID_02088;0;2;1;2;Meal Plan 1;0;Room_Type 2;78;2018;8;19;Online;0;0;0;115.68;1;Not_Canceled
UID_02089;1;0;0;3;Meal Plan 1;0;Room_Type 1;151;2018;1;19;Offline;0;0;0;71;0;Not_Canceled
UID_02090;2;0;1;3;Meal Plan 1;0;Room_Type 1;15;2017;9;10;Online;0;0;0;116.75;0;Canceled
UID_02091;2;0;2;3;Meal Plan 1;0;Room_Type 4;50;2017;11;12;Offline;0;0;0;60;0;Not_Canceled
UID_02092;2;0;0;4;Meal Plan 1;0;Room_Type 1;259;2018;10;5;Offline;0;0;0;89;0;Canceled
UID_02093;2;0;1;1;Not Selected;0;Room_Type 1;4;2018;11;19;Online;0;0;0;91.5;2;Not_Canceled
UID_02094;3;0;1;3;Meal Plan 1;0;Room_Type 4;6;2018;2;25;Online;0;0;0;130;2;Not_Canceled
UID_02095;2;0;0;3;Meal Plan 1;0;Room_Type 1;58;2018;11;16;Offline;0;0;0;75;0;Not_Canceled
UID_02096;1;0;0;2;Meal Plan 1;0;Room_Type 1;192;2018;6;24;Offline;0;0;0;95;0;Not_Canceled
UID_02097;2;0;0;3;Meal Plan 1;0;Room_Type 4;143;2018;7;19;Online;0;0;0;121.8;0;Canceled
UID_02098;1;0;0;3;Not Selected;0;Room_Type 1;169;2018;7;13;Online;0;0;0;103.5;1;Canceled
UID_02099;1;0;2;5;Meal Plan 1;0;Room_Type 1;7;2018;11;6;Online;0;0;0;144.86;1;Not_Canceled
UID_02100;2;0;0;3;Meal Plan 1;0;Room_Type 4;11;2018;6;14;Corporate;0;0;0;90;0;Canceled
UID_02101;2;0;2;2;Meal Plan 1;0;Room_Type 4;32;2017;12;27;Online;0;0;0;65.55;0;Not_Canceled
UID_02102;2;0;0;2;Meal Plan 1;0;Room_Type 1;42;2018;11;25;Online;0;0;0;74.88;0;Not_Canceled
UID_02103;2;0;0;4;Meal Plan 1;0;Room_Type 1;92;2017;10;7;Offline;0;0;0;70;0;Not_Canceled
UID_02104;1;0;0;2;Meal Plan 1;0;Room_Type 4;2;2018;11;2;Aviation;0;0;0;94;0;Canceled
UID_02105;2;0;1;0;Meal Plan 1;0;Room_Type 1;2;2018;3;28;Online;0;0;0;101;0;Not_Canceled
UID_02106;2;0;2;2;Meal Plan 1;0;Room_Type 4;52;2018;5;28;Online;0;0;0;140.4;0;Canceled
UID_02107;2;0;1;0;Meal Plan 1;0;Room_Type 1;0;2017;10;5;Online;0;0;0;126;1;Not_Canceled
UID_02108;3;0;1;2;Meal Plan 1;0;Room_Type 4;229;2018;10;28;Online;0;0;0;128.7;0;Canceled
UID_02109;1;0;0;2;Meal Plan 1;0;Room_Type 5;1;2018;3;1;Complementary;1;3;13;0;1;Not_Canceled
UID_02110;3;0;2;3;Meal Plan 1;0;Room_Type 4;121;2018;8;18;Online;0;0;0;139.5;2;Not_Canceled
UID_02111;2;2;1;1;Meal Plan 1;0;Room_Type 6;76;2018;8;15;Online;0;0;0;207.9;1;Not_Canceled
UID_02112;3;0;0;4;Meal Plan 1;0;Room_Type 4;126;2018;5;4;Online;0;0;0;106.03;2;Not_Canceled
UID_02113;2;0;2;2;Meal Plan 1;0;Room_Type 1;129;2018;5;13;Offline;0;0;0;80.75;0;Not_Canceled
UID_02114;2;0;0;3;Not Selected;0;Room_Type 1;54;2018;11;16;Online;0;0;0;57.93;1;Not_Canceled
UID_02115;2;0;1;4;Meal Plan 1;1;Room_Type 1;1;2018;2;15;Online;0;0;0;82.4;1;Not_Canceled
UID_02116;1;0;1;1;Meal Plan 1;0;Room_Type 1;33;2018;3;26;Online;0;0;0;121.5;0;Canceled
UID_02117;2;0;1;1;Not Selected;0;Room_Type 1;82;2018;5;16;Online;0;0;0;116.1;1;Not_Canceled
UID_02118;1;0;2;1;Meal Plan 1;0;Room_Type 1;10;2018;10;2;Online;0;0;0;149;0;Not_Canceled
UID_02119;2;0;2;2;Meal Plan 1;0;Room_Type 1;117;2018;6;5;Offline;0;0;0;110;1;Not_Canceled
UID_02120;1;0;0;3;Meal Plan 1;0;Room_Type 1;183;2018;9;8;Offline;0;0;0;100;0;Not_Canceled
UID_02121;2;0;1;1;Meal Plan 1;0;Room_Type 1;5;2017;10;17;Corporate;0;0;0;162;0;Not_Canceled
UID_02122;1;0;1;2;Meal Plan 1;0;Room_Type 1;57;2018;6;10;Offline;0;0;0;75.33;1;Not_Canceled
UID_02123;2;0;2;1;Not Selected;0;Room_Type 1;86;2018;4;2;Online;0;0;0;76.5;1;Canceled
UID_02124;1;0;0;1;Meal Plan 1;0;Room_Type 1;99;2018;2;19;Corporate;0;0;0;81;0;Not_Canceled
UID_02125;2;1;0;2;Meal Plan 1;0;Room_Type 1;42;2018;11;24;Offline;0;0;0;85.05;0;Not_Canceled
UID_02126;2;0;2;2;Meal Plan 1;0;Room_Type 1;98;2018;4;9;Online;0;0;0;86.7;1;Canceled
UID_02127;2;0;1;1;Meal Plan 1;0;Room_Type 1;169;2018;8;22;Online;0;0;0;105.3;1;Canceled
UID_02128;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;12;13;Corporate;0;0;0;84;1;Not_Canceled
UID_02129;2;0;0;1;Not Selected;0;Room_Type 1;25;2018;9;16;Online;0;0;0;139;0;Canceled
UID_02130;2;0;0;1;Meal Plan 2;0;Room_Type 1;221;2018;8;12;Offline;0;0;0;96;1;Not_Canceled
UID_02131;2;0;2;1;Meal Plan 1;0;Room_Type 1;113;2018;3;20;Offline;0;0;0;38.67;0;Not_Canceled
UID_02132;2;0;2;5;Meal Plan 1;0;Room_Type 4;125;2018;7;22;Online;0;0;0;113.41;0;Canceled
UID_02133;2;0;2;4;Meal Plan 1;0;Room_Type 1;291;2018;12;28;Online;0;0;0;80.75;2;Not_Canceled
UID_02134;2;0;0;2;Not Selected;0;Room_Type 1;31;2018;12;2;Online;0;0;0;88;0;Canceled
UID_02135;2;0;0;2;Not Selected;0;Room_Type 1;47;2018;9;9;Online;0;0;0;125.1;1;Not_Canceled
UID_02136;2;0;0;2;Meal Plan 1;0;Room_Type 1;29;2018;12;2;Corporate;0;0;0;85;0;Not_Canceled
UID_02137;2;0;0;4;Not Selected;0;Room_Type 1;24;2018;8;2;Online;0;0;0;139;1;Not_Canceled
UID_02138;1;0;2;1;Meal Plan 1;0;Room_Type 1;93;2018;10;15;Online;0;0;0;115;0;Canceled
UID_02139;2;0;1;0;Meal Plan 1;0;Room_Type 1;34;2018;9;26;Online;0;0;0;117;0;Not_Canceled
UID_02140;2;0;1;2;Meal Plan 2;0;Room_Type 1;161;2018;3;25;Offline;0;0;0;130;0;Canceled
UID_02141;2;0;1;0;Meal Plan 1;0;Room_Type 1;106;2018;5;29;Offline;0;0;0;95;1;Not_Canceled
UID_02142;2;0;0;2;Meal Plan 1;0;Room_Type 1;1;2018;9;15;Online;0;0;0;179;1;Not_Canceled
UID_02143;2;0;0;1;Meal Plan 1;0;Room_Type 1;26;2018;6;8;Offline;0;0;0;120;0;Not_Canceled
UID_02144;2;0;0;1;Meal Plan 2;0;Room_Type 1;100;2017;10;16;Online;0;0;0;108;0;Canceled
UID_02145;1;0;0;3;Meal Plan 1;0;Room_Type 1;37;2018;10;13;Offline;0;0;0;95;0;Not_Canceled
UID_02146;2;0;0;4;Meal Plan 1;0;Room_Type 1;104;2018;7;6;Online;0;0;0;83.12;1;Not_Canceled
UID_02147;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Offline;0;0;0;109;0;Not_Canceled
UID_02148;2;0;0;2;Meal Plan 1;0;Room_Type 1;225;2018;8;12;Online;0;0;0;96.3;0;Canceled
UID_02149;2;0;0;3;Meal Plan 1;0;Room_Type 1;157;2018;8;10;Online;0;0;0;114.3;2;Canceled
UID_02150;2;0;2;0;Meal Plan 1;0;Room_Type 1;146;2018;4;24;Offline;0;0;0;95;0;Canceled
UID_02151;1;0;0;2;Meal Plan 1;0;Room_Type 4;44;2018;3;17;Online;0;0;0;103.95;0;Not_Canceled
UID_02152;2;0;0;2;Meal Plan 1;0;Room_Type 1;301;2018;11;18;Offline;0;0;0;52;0;Canceled
UID_02153;2;0;0;2;Not Selected;0;Room_Type 1;4;2018;4;14;Online;0;0;0;119;0;Not_Canceled
UID_02154;1;0;0;1;Meal Plan 1;0;Room_Type 1;8;2018;7;28;Corporate;1;1;17;65;1;Not_Canceled
UID_02155;2;1;0;2;Meal Plan 1;0;Room_Type 4;311;2018;11;10;Complementary;0;0;0;9;2;Not_Canceled
UID_02156;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;101.5;0;Not_Canceled
